Date,Stop_1,Stop_2,Year,Month,Distance,Seats,Flights,Revenue_Percent,Passengers,Route,Crutch,Type
1-Jan-19,ABX,SYD,2019,1,452,22933,384,68,15654,Albury - Sydney,1,Regional
1-Feb-19,ABX,SYD,2019,2,452,24735,449,63,15694,Albury - Sydney,2,Regional
1-Mar-19,ABX,SYD,2019,3,452,29026,537,67,19333,Albury - Sydney,3,Regional
1-Apr-19,ABX,SYD,2019,4,452,27213,497,70,19015,Albury - Sydney,4,Regional
1-May-19,ABX,SYD,2019,5,452,29204,542,68,19771,Albury - Sydney,5,Regional
1-Jun-19,ABX,SYD,2019,6,452,26187,483,69,18094,Albury - Sydney,6,Regional
1-Jul-19,ABX,SYD,2019,7,452,29416,541,71,20910,Albury - Sydney,7,Regional
1-Aug-19,ABX,SYD,2019,8,452,28523,525,75,21380,Albury - Sydney,8,Regional
1-Sep-19,ABX,SYD,2019,9,452,27780,521,73,20194,Albury - Sydney,9,Regional
1-Oct-19,ABX,SYD,2019,10,452,29040,534,74,21479,Albury - Sydney,10,Regional
1-Nov-19,ABX,SYD,2019,11,452,28195,525,73,20654,Albury - Sydney,11,Regional
1-Dec-19,ABX,SYD,2019,12,452,25347,460,71,17971,Albury - Sydney,12,Regional
1-Jan-20,ABX,SYD,2020,1,452,18523,323,68,12665,Albury - Sydney,13,Regional
1-Feb-20,ABX,SYD,2020,2,452,24245,459,64,15546,Albury - Sydney,14,Regional
1-Mar-20,ABX,SYD,2020,3,452,23069,435,53,12140,Albury - Sydney,15,Regional
1-Apr-20,ABX,SYD,2020,4,452,1942,41,16,314,Albury - Sydney,16,Regional
1-May-20,ABX,SYD,2020,5,452,1756,33,24,416,Albury - Sydney,17,Regional
1-Jun-20,ABX,SYD,2020,6,452,,,,,Albury - Sydney,18,Regional
1-Jul-20,ABX,SYD,2020,7,452,,,,,Albury - Sydney,19,Regional
1-Aug-20,ABX,SYD,2020,8,452,,,,,Albury - Sydney,20,Regional
1-Sep-20,ABX,SYD,2020,9,452,,,,,Albury - Sydney,21,Regional
1-Oct-20,ABX,SYD,2020,10,452,,,,,Albury - Sydney,22,Regional
1-Nov-20,ABX,SYD,2020,11,452,,,,,Albury - Sydney,23,Regional
1-Dec-20,ABX,SYD,2020,12,452,,,,,Albury - Sydney,24,Regional
1-Jan-21,ABX,SYD,2021,1,452,,,,,Albury - Sydney,25,Regional
1-Feb-21,ABX,SYD,2021,2,452,,,,,Albury - Sydney,26,Regional
1-Mar-21,ABX,SYD,2021,3,452,16974,291,58,9871,Albury - Sydney,27,Regional
1-Apr-21,ABX,SYD,2021,4,452,19310,315,55,10648,Albury - Sydney,28,Regional
1-May-21,ABX,SYD,2021,5,452,19540,322,59,11507,Albury - Sydney,29,Regional
1-Jun-21,ABX,SYD,2021,6,452,18264,308,53,9726,Albury - Sydney,30,Regional
1-Jan-19,ADL,ASP,2019,1,"1,316",15448,115,67,10281,Adelaide - Alice Springs,1,Regional
1-Feb-19,ADL,ASP,2019,2,"1,316",14308,104,66,9463,Adelaide - Alice Springs,2,Regional
1-Mar-19,ADL,ASP,2019,3,"1,316",16275,118,68,11043,Adelaide - Alice Springs,3,Regional
1-Apr-19,ADL,ASP,2019,4,"1,316",17994,124,78,14062,Adelaide - Alice Springs,4,Regional
1-May-19,ADL,ASP,2019,5,"1,316",17361,123,73,12744,Adelaide - Alice Springs,5,Regional
1-Jun-19,ADL,ASP,2019,6,"1,316",16329,117,80,12995,Adelaide - Alice Springs,6,Regional
1-Jul-19,ADL,ASP,2019,7,"1,316",17808,126,82,14610,Adelaide - Alice Springs,7,Regional
1-Aug-19,ADL,ASP,2019,8,"1,316",16940,122,75,12776,Adelaide - Alice Springs,8,Regional
1-Sep-19,ADL,ASP,2019,9,"1,316",16496,118,78,12781,Adelaide - Alice Springs,9,Regional
1-Oct-19,ADL,ASP,2019,10,"1,316",16930,123,79,13355,Adelaide - Alice Springs,10,Regional
1-Nov-19,ADL,ASP,2019,11,"1,316",14376,118,77,11053,Adelaide - Alice Springs,11,Regional
1-Dec-19,ADL,ASP,2019,12,"1,316",14684,120,65,9466,Adelaide - Alice Springs,12,Regional
1-Jan-20,ADL,ASP,2020,1,"1,316",13933,113,62,8618,Adelaide - Alice Springs,13,Regional
1-Feb-20,ADL,ASP,2020,2,"1,316",14888,114,57,8505,Adelaide - Alice Springs,14,Regional
1-Mar-20,ADL,ASP,2020,3,"1,316",15493,114,46,7152,Adelaide - Alice Springs,15,Regional
1-Apr-20,ADL,ASP,2020,4,"1,316",,,,,Adelaide - Alice Springs,16,Regional
1-May-20,ADL,ASP,2020,5,"1,316",,,,,Adelaide - Alice Springs,17,Regional
1-Jun-20,ADL,ASP,2020,6,"1,316",,,,,Adelaide - Alice Springs,18,Regional
1-Jul-20,ADL,ASP,2020,7,"1,316",,,,,Adelaide - Alice Springs,19,Regional
1-Aug-20,ADL,ASP,2020,8,"1,316",,,,,Adelaide - Alice Springs,20,Regional
1-Sep-20,ADL,ASP,2020,9,"1,316",,,,,Adelaide - Alice Springs,21,Regional
1-Oct-20,ADL,ASP,2020,10,"1,316",15137,129,62,9390,Adelaide - Alice Springs,22,Regional
1-Nov-20,ADL,ASP,2020,11,"1,316",,,,,Adelaide - Alice Springs,23,Regional
1-Dec-20,ADL,ASP,2020,12,"1,316",,,,,Adelaide - Alice Springs,24,Regional
1-Jan-21,ADL,ASP,2021,1,"1,316",15295,126,56,8618,Adelaide - Alice Springs,25,Regional
1-Feb-21,ADL,ASP,2021,2,"1,316",,,,,Adelaide - Alice Springs,26,Regional
1-Mar-21,ADL,ASP,2021,3,"1,316",16666,140,59,9846,Adelaide - Alice Springs,27,Regional
1-Apr-21,ADL,ASP,2021,4,"1,316",14932,124,64,9479,Adelaide - Alice Springs,28,Regional
1-May-21,ADL,ASP,2021,5,"1,316",15076,135,61,9156,Adelaide - Alice Springs,29,Regional
1-Jun-21,ADL,ASP,2021,6,"1,316",14579,174,58,8502,Adelaide - Alice Springs,30,Regional
1-Jan-19,ADL,BNE,2019,1,"1,622",94618,585,75,71227,Adelaide - Brisbane,1,Metropolitian
1-Feb-19,ADL,BNE,2019,2,"1,622",79971,489,73,57987,Adelaide - Brisbane,2,Metropolitian
1-Mar-19,ADL,BNE,2019,3,"1,622",88355,539,78,69034,Adelaide - Brisbane,3,Metropolitian
1-Apr-19,ADL,BNE,2019,4,"1,622",93062,534,80,74831,Adelaide - Brisbane,4,Metropolitian
1-May-19,ADL,BNE,2019,5,"1,622",94346,540,74,69620,Adelaide - Brisbane,5,Metropolitian
1-Jun-19,ADL,BNE,2019,6,"1,622",89466,513,72,64411,Adelaide - Brisbane,6,Metropolitian
1-Jul-19,ADL,BNE,2019,7,"1,622",95644,545,83,78957,Adelaide - Brisbane,7,Metropolitian
1-Aug-19,ADL,BNE,2019,8,"1,622",93108,537,79,73765,Adelaide - Brisbane,8,Metropolitian
1-Sep-19,ADL,BNE,2019,9,"1,622",94546,539,80,75747,Adelaide - Brisbane,9,Metropolitian
1-Oct-19,ADL,BNE,2019,10,"1,622",99820,575,86,86017,Adelaide - Brisbane,10,Metropolitian
1-Nov-19,ADL,BNE,2019,11,"1,622",92646,537,82,75534,Adelaide - Brisbane,11,Metropolitian
1-Dec-19,ADL,BNE,2019,12,"1,622",97022,559,81,78176,Adelaide - Brisbane,12,Metropolitian
1-Jan-20,ADL,BNE,2020,1,"1,622",95376,545,79,75173,Adelaide - Brisbane,13,Metropolitian
1-Feb-20,ADL,BNE,2020,2,"1,622",86329,496,70,60687,Adelaide - Brisbane,14,Metropolitian
1-Mar-20,ADL,BNE,2020,3,"1,622",72908,422,62,45456,Adelaide - Brisbane,15,Metropolitian
1-Apr-20,ADL,BNE,2020,4,"1,622",,,,,Adelaide - Brisbane,16,Metropolitian
1-May-20,ADL,BNE,2020,5,"1,622",,,,,Adelaide - Brisbane,17,Metropolitian
1-Jun-20,ADL,BNE,2020,6,"1,622",,,,,Adelaide - Brisbane,18,Metropolitian
1-Jul-20,ADL,BNE,2020,7,"1,622",21049,140,87,18226,Adelaide - Brisbane,19,Metropolitian
1-Aug-20,ADL,BNE,2020,8,"1,622",44924,270,61,27220,Adelaide - Brisbane,20,Metropolitian
1-Sep-20,ADL,BNE,2020,9,"1,622",40559,244,72,29020,Adelaide - Brisbane,21,Metropolitian
1-Oct-20,ADL,BNE,2020,10,"1,622",58258,345,77,44849,Adelaide - Brisbane,22,Metropolitian
1-Nov-20,ADL,BNE,2020,11,"1,622",39996,247,69,27540,Adelaide - Brisbane,23,Metropolitian
1-Dec-20,ADL,BNE,2020,12,"1,622",47680,299,68,32187,Adelaide - Brisbane,24,Metropolitian
1-Jan-21,ADL,BNE,2021,1,"1,622",64438,391,59,37695,Adelaide - Brisbane,25,Metropolitian
1-Feb-21,ADL,BNE,2021,2,"1,622",54320,341,69,37654,Adelaide - Brisbane,26,Metropolitian
1-Mar-21,ADL,BNE,2021,3,"1,622",74259,456,63,46627,Adelaide - Brisbane,27,Metropolitian
1-Apr-21,ADL,BNE,2021,4,"1,622",66872,398,64,42908,Adelaide - Brisbane,28,Metropolitian
1-May-21,ADL,BNE,2021,5,"1,622",80724,480,72,57773,Adelaide - Brisbane,29,Metropolitian
1-Jun-21,ADL,BNE,2021,6,"1,622",78098,464,73,56852,Adelaide - Brisbane,30,Metropolitian
1-Jan-19,ADL,CBR,2019,1,972,20236,122,59,11865,Adelaide - Canberra,1,Metropolitian
1-Feb-19,ADL,CBR,2019,2,972,22696,136,63,14263,Adelaide - Canberra,2,Metropolitian
1-Mar-19,ADL,CBR,2019,3,972,24749,150,72,17846,Adelaide - Canberra,3,Metropolitian
1-Apr-19,ADL,CBR,2019,4,972,25309,150,67,16894,Adelaide - Canberra,4,Metropolitian
1-May-19,ADL,CBR,2019,5,972,27142,162,61,16512,Adelaide - Canberra,5,Metropolitian
1-Jun-19,ADL,CBR,2019,6,972,23196,141,64,14929,Adelaide - Canberra,6,Metropolitian
1-Jul-19,ADL,CBR,2019,7,972,25758,154,62,16083,Adelaide - Canberra,7,Metropolitian
1-Aug-19,ADL,CBR,2019,8,972,26374,159,64,16875,Adelaide - Canberra,8,Metropolitian
1-Sep-19,ADL,CBR,2019,9,972,25578,153,67,17117,Adelaide - Canberra,9,Metropolitian
1-Oct-19,ADL,CBR,2019,10,972,26794,160,70,18788,Adelaide - Canberra,10,Metropolitian
1-Nov-19,ADL,CBR,2019,11,972,23642,143,76,17851,Adelaide - Canberra,11,Metropolitian
1-Dec-19,ADL,CBR,2019,12,972,22572,136,73,16420,Adelaide - Canberra,12,Metropolitian
1-Jan-20,ADL,CBR,2020,1,972,19888,120,62,12283,Adelaide - Canberra,13,Metropolitian
1-Feb-20,ADL,CBR,2020,2,972,22928,138,64,14618,Adelaide - Canberra,14,Metropolitian
1-Mar-20,ADL,CBR,2020,3,972,20327,123,50,10147,Adelaide - Canberra,15,Metropolitian
1-Apr-20,ADL,CBR,2020,4,972,,,,,Adelaide - Canberra,16,Metropolitian
1-May-20,ADL,CBR,2020,5,972,,,,,Adelaide - Canberra,17,Metropolitian
1-Jun-20,ADL,CBR,2020,6,972,,,,,Adelaide - Canberra,18,Metropolitian
1-Jul-20,ADL,CBR,2020,7,972,,,,,Adelaide - Canberra,19,Metropolitian
1-Aug-20,ADL,CBR,2020,8,972,,,,,Adelaide - Canberra,20,Metropolitian
1-Sep-20,ADL,CBR,2020,9,972,,,,,Adelaide - Canberra,21,Metropolitian
1-Oct-20,ADL,CBR,2020,10,972,14979,96,64,9597,Adelaide - Canberra,22,Metropolitian
1-Nov-20,ADL,CBR,2020,11,972,,,,,Adelaide - Canberra,23,Metropolitian
1-Dec-20,ADL,CBR,2020,12,972,15364,98,61,9412,Adelaide - Canberra,24,Metropolitian
1-Jan-21,ADL,CBR,2021,1,972,19412,120,49,9483,Adelaide - Canberra,25,Metropolitian
1-Feb-21,ADL,CBR,2021,2,972,14460,90,64,9294,Adelaide - Canberra,26,Metropolitian
1-Mar-21,ADL,CBR,2021,3,972,18548,112,65,12123,Adelaide - Canberra,27,Metropolitian
1-Apr-21,ADL,CBR,2021,4,972,17080,98,75,12880,Adelaide - Canberra,28,Metropolitian
1-May-21,ADL,CBR,2021,5,972,22814,131,64,14484,Adelaide - Canberra,29,Metropolitian
1-Jun-21,ADL,CBR,2021,6,972,21610,124,62,13298,Adelaide - Canberra,30,Metropolitian
1-Jan-19,ADL,MEL,2019,1,643,256305,1546,78,199040,Adelaide - Melbourne,1,Metropolitian
1-Feb-19,ADL,MEL,2019,2,643,248760,1513,81,200463,Adelaide - Melbourne,2,Metropolitian
1-Mar-19,ADL,MEL,2019,3,643,276976,1678,82,227419,Adelaide - Melbourne,3,Metropolitian
1-Apr-19,ADL,MEL,2019,4,643,263051,1588,82,215027,Adelaide - Melbourne,4,Metropolitian
1-May-19,ADL,MEL,2019,5,643,260931,1601,76,199098,Adelaide - Melbourne,5,Metropolitian
1-Jun-19,ADL,MEL,2019,6,643,249035,1512,76,189519,Adelaide - Melbourne,6,Metropolitian
1-Jul-19,ADL,MEL,2019,7,643,269268,1645,83,222844,Adelaide - Melbourne,7,Metropolitian
1-Aug-19,ADL,MEL,2019,8,643,257925,1571,82,212024,Adelaide - Melbourne,8,Metropolitian
1-Sep-19,ADL,MEL,2019,9,643,260424,1588,81,210920,Adelaide - Melbourne,9,Metropolitian
1-Oct-19,ADL,MEL,2019,10,643,270310,1659,86,232046,Adelaide - Melbourne,10,Metropolitian
1-Nov-19,ADL,MEL,2019,11,643,259308,1574,86,222402,Adelaide - Melbourne,11,Metropolitian
1-Dec-19,ADL,MEL,2019,12,643,253572,1544,82,207259,Adelaide - Melbourne,12,Metropolitian
1-Jan-20,ADL,MEL,2020,1,643,244773,1483,82,199543,Adelaide - Melbourne,13,Metropolitian
1-Feb-20,ADL,MEL,2020,2,643,246577,1497,78,193053,Adelaide - Melbourne,14,Metropolitian
1-Mar-20,ADL,MEL,2020,3,643,205124,1291,63,129445,Adelaide - Melbourne,15,Metropolitian
1-Apr-20,ADL,MEL,2020,4,643,19498,225,23,4487,Adelaide - Melbourne,16,Metropolitian
1-May-20,ADL,MEL,2020,5,643,16108,192,38,6165,Adelaide - Melbourne,17,Metropolitian
1-Jun-20,ADL,MEL,2020,6,643,16432,192,45,7413,Adelaide - Melbourne,18,Metropolitian
1-Jul-20,ADL,MEL,2020,7,643,18710,215,22,4137,Adelaide - Melbourne,19,Metropolitian
1-Aug-20,ADL,MEL,2020,8,643,,,,,Adelaide - Melbourne,20,Metropolitian
1-Sep-20,ADL,MEL,2020,9,643,,,,,Adelaide - Melbourne,21,Metropolitian
1-Oct-20,ADL,MEL,2020,10,643,,,,,Adelaide - Melbourne,22,Metropolitian
1-Nov-20,ADL,MEL,2020,11,643,,,,,Adelaide - Melbourne,23,Metropolitian
1-Dec-20,ADL,MEL,2020,12,643,88824,605,71,62656,Adelaide - Melbourne,24,Metropolitian
1-Jan-21,ADL,MEL,2021,1,643,102228,658,70,71642,Adelaide - Melbourne,25,Metropolitian
1-Feb-21,ADL,MEL,2021,2,643,64999,459,45,29080,Adelaide - Melbourne,26,Metropolitian
1-Mar-21,ADL,MEL,2021,3,643,106488,706,83,87836,Adelaide - Melbourne,27,Metropolitian
1-Apr-21,ADL,MEL,2021,4,643,188280,1140,78,147488,Adelaide - Melbourne,28,Metropolitian
1-May-21,ADL,MEL,2021,5,643,194879,1184,62,120133,Adelaide - Melbourne,29,Metropolitian
1-Jun-21,ADL,MEL,2021,6,643,57347,412,30,17193,Adelaide - Melbourne,30,Metropolitian
1-Jan-19,ADL,OOL,2019,1,"1,607",27682,155,77,21307,Adelaide - Gold Coast,1,Metropolitian
1-Feb-19,ADL,OOL,2019,2,"1,607",18540,104,78,14522,Adelaide - Gold Coast,2,Metropolitian
1-Mar-19,ADL,OOL,2019,3,"1,607",21510,121,80,17103,Adelaide - Gold Coast,3,Metropolitian
1-Apr-19,ADL,OOL,2019,4,"1,607",22038,123,82,18057,Adelaide - Gold Coast,4,Metropolitian
1-May-19,ADL,OOL,2019,5,"1,607",20598,115,79,16327,Adelaide - Gold Coast,5,Metropolitian
1-Jun-19,ADL,OOL,2019,6,"1,607",18300,102,82,14931,Adelaide - Gold Coast,6,Metropolitian
1-Jul-19,ADL,OOL,2019,7,"1,607",22504,126,87,19567,Adelaide - Gold Coast,7,Metropolitian
1-Aug-19,ADL,OOL,2019,8,"1,607",20298,114,89,18137,Adelaide - Gold Coast,8,Metropolitian
1-Sep-19,ADL,OOL,2019,9,"1,607",21204,118,87,18370,Adelaide - Gold Coast,9,Metropolitian
1-Oct-19,ADL,OOL,2019,10,"1,607",22686,127,92,20770,Adelaide - Gold Coast,10,Metropolitian
1-Nov-19,ADL,OOL,2019,11,"1,607",19416,108,85,16580,Adelaide - Gold Coast,11,Metropolitian
1-Dec-19,ADL,OOL,2019,12,"1,607",22713,127,86,19485,Adelaide - Gold Coast,12,Metropolitian
1-Jan-20,ADL,OOL,2020,1,"1,607",22840,128,86,19708,Adelaide - Gold Coast,13,Metropolitian
1-Feb-20,ADL,OOL,2020,2,"1,607",19410,109,83,16186,Adelaide - Gold Coast,14,Metropolitian
1-Mar-20,ADL,OOL,2020,3,"1,607",16338,91,71,11638,Adelaide - Gold Coast,15,Metropolitian
1-Apr-20,ADL,OOL,2020,4,"1,607",,,,,Adelaide - Gold Coast,16,Metropolitian
1-May-20,ADL,OOL,2020,5,"1,607",,,,,Adelaide - Gold Coast,17,Metropolitian
1-Jun-20,ADL,OOL,2020,6,"1,607",,,,,Adelaide - Gold Coast,18,Metropolitian
1-Jul-20,ADL,OOL,2020,7,"1,607",,,,,Adelaide - Gold Coast,19,Metropolitian
1-Aug-20,ADL,OOL,2020,8,"1,607",,,,,Adelaide - Gold Coast,20,Metropolitian
1-Sep-20,ADL,OOL,2020,9,"1,607",,,,,Adelaide - Gold Coast,21,Metropolitian
1-Oct-20,ADL,OOL,2020,10,"1,607",11252,62,87,9744,Adelaide - Gold Coast,22,Metropolitian
1-Nov-20,ADL,OOL,2020,11,"1,607",,54,,,Adelaide - Gold Coast,23,Metropolitian
1-Dec-20,ADL,OOL,2020,12,"1,607",16540,92,63,10434,Adelaide - Gold Coast,24,Metropolitian
1-Jan-21,ADL,OOL,2021,1,"1,607",23726,132,74,17658,Adelaide - Gold Coast,25,Metropolitian
1-Feb-21,ADL,OOL,2021,2,"1,607",18652,104,72,13442,Adelaide - Gold Coast,26,Metropolitian
1-Mar-21,ADL,OOL,2021,3,"1,607",20440,114,77,15828,Adelaide - Gold Coast,27,Metropolitian
1-Apr-21,ADL,OOL,2021,4,"1,607",22216,124,74,16348,Adelaide - Gold Coast,28,Metropolitian
1-May-21,ADL,OOL,2021,5,"1,607",20680,116,82,17001,Adelaide - Gold Coast,29,Metropolitian
1-Jun-21,ADL,OOL,2021,6,"1,607",21862,128,78,16957,Adelaide - Gold Coast,30,Metropolitian
1-Jan-19,ADL,PER,2019,1,"2,120",67166,453,79,53071,Adelaide - Perth,1,Metropolitian
1-Feb-19,ADL,PER,2019,2,"2,120",62858,423,75,47343,Adelaide - Perth,2,Metropolitian
1-Mar-19,ADL,PER,2019,3,"2,120",73023,486,73,52995,Adelaide - Perth,3,Metropolitian
1-Apr-19,ADL,PER,2019,4,"2,120",72532,480,77,55908,Adelaide - Perth,4,Metropolitian
1-May-19,ADL,PER,2019,5,"2,120",74441,492,73,54413,Adelaide - Perth,5,Metropolitian
1-Jun-19,ADL,PER,2019,6,"2,120",69844,462,70,48750,Adelaide - Perth,6,Metropolitian
1-Jul-19,ADL,PER,2019,7,"2,120",77140,505,75,57437,Adelaide - Perth,7,Metropolitian
1-Aug-19,ADL,PER,2019,8,"2,120",72947,484,76,55413,Adelaide - Perth,8,Metropolitian
1-Sep-19,ADL,PER,2019,9,"2,120",68551,455,78,53322,Adelaide - Perth,9,Metropolitian
1-Oct-19,ADL,PER,2019,10,"2,120",76378,500,81,62148,Adelaide - Perth,10,Metropolitian
1-Nov-19,ADL,PER,2019,11,"2,120",70801,455,82,57780,Adelaide - Perth,11,Metropolitian
1-Dec-19,ADL,PER,2019,12,"2,120",69717,452,84,58254,Adelaide - Perth,12,Metropolitian
1-Jan-20,ADL,PER,2020,1,"2,120",66679,434,85,56502,Adelaide - Perth,13,Metropolitian
1-Feb-20,ADL,PER,2020,2,"2,120",64979,425,75,48805,Adelaide - Perth,14,Metropolitian
1-Mar-20,ADL,PER,2020,3,"2,120",56845,380,62,35323,Adelaide - Perth,15,Metropolitian
1-Apr-20,ADL,PER,2020,4,"2,120",3132,50,21,653,Adelaide - Perth,16,Metropolitian
1-May-20,ADL,PER,2020,5,"2,120",,,,,Adelaide - Perth,17,Metropolitian
1-Jun-20,ADL,PER,2020,6,"2,120",,,,,Adelaide - Perth,18,Metropolitian
1-Jul-20,ADL,PER,2020,7,"2,120",,,,,Adelaide - Perth,19,Metropolitian
1-Aug-20,ADL,PER,2020,8,"2,120",,,,,Adelaide - Perth,20,Metropolitian
1-Sep-20,ADL,PER,2020,9,"2,120",,,,,Adelaide - Perth,21,Metropolitian
1-Oct-20,ADL,PER,2020,10,"2,120",,,,,Adelaide - Perth,22,Metropolitian
1-Nov-20,ADL,PER,2020,11,"2,120",,,,,Adelaide - Perth,23,Metropolitian
1-Dec-20,ADL,PER,2020,12,"2,120",18608,155,44,8215,Adelaide - Perth,24,Metropolitian
1-Jan-21,ADL,PER,2021,1,"2,120",38783,248,69,26597,Adelaide - Perth,25,Metropolitian
1-Feb-21,ADL,PER,2021,2,"2,120",33303,218,48,16029,Adelaide - Perth,26,Metropolitian
1-Mar-21,ADL,PER,2021,3,"2,120",49226,316,61,30236,Adelaide - Perth,27,Metropolitian
1-Apr-21,ADL,PER,2021,4,"2,120",54084,338,73,39369,Adelaide - Perth,28,Metropolitian
1-May-21,ADL,PER,2021,5,"2,120",54473,343,62,33850,Adelaide - Perth,29,Metropolitian
1-Jun-21,ADL,PER,2021,6,"2,120",55982,354,64,35726,Adelaide - Perth,30,Metropolitian
1-Jan-19,ADL,PLO,2019,1,246,22943,585,60,13702,Adelaide - Port Lincoln,1,Regional
1-Feb-19,ADL,PLO,2019,2,246,22753,588,56,12827,Adelaide - Port Lincoln,2,Regional
1-Mar-19,ADL,PLO,2019,3,246,25354,656,61,15462,Adelaide - Port Lincoln,3,Regional
1-Apr-19,ADL,PLO,2019,4,246,23357,605,62,14525,Adelaide - Port Lincoln,4,Regional
1-May-19,ADL,PLO,2019,5,246,24622,640,57,14032,Adelaide - Port Lincoln,5,Regional
1-Jun-19,ADL,PLO,2019,6,246,23131,602,56,12923,Adelaide - Port Lincoln,6,Regional
1-Jul-19,ADL,PLO,2019,7,246,24440,639,53,12969,Adelaide - Port Lincoln,7,Regional
1-Aug-19,ADL,PLO,2019,8,246,24658,642,56,13768,Adelaide - Port Lincoln,8,Regional
1-Sep-19,ADL,PLO,2019,9,246,23758,620,61,14475,Adelaide - Port Lincoln,9,Regional
1-Oct-19,ADL,PLO,2019,10,246,24416,635,65,15944,Adelaide - Port Lincoln,10,Regional
1-Nov-19,ADL,PLO,2019,11,246,23671,616,68,16088,Adelaide - Port Lincoln,11,Regional
1-Dec-19,ADL,PLO,2019,12,246,23024,593,68,15554,Adelaide - Port Lincoln,12,Regional
1-Jan-20,ADL,PLO,2020,1,246,21953,559,68,14893,Adelaide - Port Lincoln,13,Regional
1-Feb-20,ADL,PLO,2020,2,246,21455,555,69,14698,Adelaide - Port Lincoln,14,Regional
1-Mar-20,ADL,PLO,2020,3,246,19216,500,58,11183,Adelaide - Port Lincoln,15,Regional
1-Apr-20,ADL,PLO,2020,4,246,2060,52,27,564,Adelaide - Port Lincoln,16,Regional
1-May-20,ADL,PLO,2020,5,246,1560,38,59,920,Adelaide - Port Lincoln,17,Regional
1-Jun-20,ADL,PLO,2020,6,246,,,,,Adelaide - Port Lincoln,18,Regional
1-Jul-20,ADL,PLO,2020,7,246,,,,,Adelaide - Port Lincoln,19,Regional
1-Aug-20,ADL,PLO,2020,8,246,,,,,Adelaide - Port Lincoln,20,Regional
1-Sep-20,ADL,PLO,2020,9,246,,,,,Adelaide - Port Lincoln,21,Regional
1-Oct-20,ADL,PLO,2020,10,246,10993,293,83,9137,Adelaide - Port Lincoln,22,Regional
1-Nov-20,ADL,PLO,2020,11,246,,,,,Adelaide - Port Lincoln,23,Regional
1-Dec-20,ADL,PLO,2020,12,246,13749,346,68,9286,Adelaide - Port Lincoln,24,Regional
1-Jan-21,ADL,PLO,2021,1,246,13307,330,74,9882,Adelaide - Port Lincoln,25,Regional
1-Feb-21,ADL,PLO,2021,2,246,13474,336,75,10130,Adelaide - Port Lincoln,26,Regional
1-Mar-21,ADL,PLO,2021,3,246,18349,454,72,13193,Adelaide - Port Lincoln,27,Regional
1-Apr-21,ADL,PLO,2021,4,246,21598,538,65,14003,Adelaide - Port Lincoln,28,Regional
1-May-21,ADL,PLO,2021,5,246,22443,559,61,13601,Adelaide - Port Lincoln,29,Regional
1-Jun-21,ADL,PLO,2021,6,246,22162,552,56,12430,Adelaide - Port Lincoln,30,Regional
1-Jan-19,ADL,SYD,2019,1,"1,167",195435,1162,81,158122,Adelaide - Sydney,1,Metropolitian
1-Feb-19,ADL,SYD,2019,2,"1,167",175594,1057,81,142286,Adelaide - Sydney,2,Metropolitian
1-Mar-19,ADL,SYD,2019,3,"1,167",196736,1192,85,166592,Adelaide - Sydney,3,Metropolitian
1-Apr-19,ADL,SYD,2019,4,"1,167",192997,1119,85,163623,Adelaide - Sydney,4,Metropolitian
1-May-19,ADL,SYD,2019,5,"1,167",182489,1078,80,146791,Adelaide - Sydney,5,Metropolitian
1-Jun-19,ADL,SYD,2019,6,"1,167",175327,1027,79,137571,Adelaide - Sydney,6,Metropolitian
1-Jul-19,ADL,SYD,2019,7,"1,167",191802,1123,83,158892,Adelaide - Sydney,7,Metropolitian
1-Aug-19,ADL,SYD,2019,8,"1,167",173003,1020,86,149036,Adelaide - Sydney,8,Metropolitian
1-Sep-19,ADL,SYD,2019,9,"1,167",180988,1063,85,152863,Adelaide - Sydney,9,Metropolitian
1-Oct-19,ADL,SYD,2019,10,"1,167",196937,1156,89,176119,Adelaide - Sydney,10,Metropolitian
1-Nov-19,ADL,SYD,2019,11,"1,167",189135,1105,88,165849,Adelaide - Sydney,11,Metropolitian
1-Dec-19,ADL,SYD,2019,12,"1,167",190375,1114,85,160997,Adelaide - Sydney,12,Metropolitian
1-Jan-20,ADL,SYD,2020,1,"1,167",186406,1096,81,151785,Adelaide - Sydney,13,Metropolitian
1-Feb-20,ADL,SYD,2020,2,"1,167",173652,1022,80,138027,Adelaide - Sydney,14,Metropolitian
1-Mar-20,ADL,SYD,2020,3,"1,167",151952,902,65,99202,Adelaide - Sydney,15,Metropolitian
1-Apr-20,ADL,SYD,2020,4,"1,167",12894,116,21,2687,Adelaide - Sydney,16,Metropolitian
1-May-20,ADL,SYD,2020,5,"1,167",,,,,Adelaide - Sydney,17,Metropolitian
1-Jun-20,ADL,SYD,2020,6,"1,167",,,,,Adelaide - Sydney,18,Metropolitian
1-Jul-20,ADL,SYD,2020,7,"1,167",14764,134,63,9282,Adelaide - Sydney,19,Metropolitian
1-Aug-20,ADL,SYD,2020,8,"1,167",13456,130,38,5082,Adelaide - Sydney,20,Metropolitian
1-Sep-20,ADL,SYD,2020,9,"1,167",17461,150,59,10315,Adelaide - Sydney,21,Metropolitian
1-Oct-20,ADL,SYD,2020,10,"1,167",67534,414,84,56685,Adelaide - Sydney,22,Metropolitian
1-Nov-20,ADL,SYD,2020,11,"1,167",82171,517,66,54523,Adelaide - Sydney,23,Metropolitian
