Month,In_Out,Australian_City,International_City,Airline,Flight_Path,Stop_1,Stop_2,Stop_3,Stop_4,Port_Country,Port_Region,Service_Country,Service_Region,Stops,All_Flights,Max_Seats,Year,Month_num
Sep-19,O,Brisbane,Los Angeles,Qantas Airways,BNE-LAX,BNE,LAX,,,USA,N America,USA,N America,0,42,9910,2019,9
Sep-19,O,Brisbane,Los Angeles,Virgin Australia,BNE-LAX,BNE,LAX,,,USA,N America,USA,N America,0,22,7458,2019,9
Sep-19,O,Brisbane,Manila,Philippine Airlines,BNE-MNL,BNE,MNL,,,Philippines,SE Asia,Philippines,SE Asia,0,21,3528,2019,9
Sep-19,O,Brisbane,Munda,Solomon Airlines,BNE-MUA-HIR,BNE,MUA,HIR,,Solomon Islands,Islands,Solomon Islands,Islands,1,4,544,2019,9
Sep-19,O,Brisbane,Nadi,Fiji Airways,BNE-NAN,BNE,NAN,,,Fiji,Islands,Fiji,Islands,0,32,5085,2019,9
Sep-19,O,Brisbane,Nadi,Virgin Australia,BNE-NAN,BNE,NAN,,,Fiji,Islands,Fiji,Islands,0,30,5775,2019,9
Sep-19,O,Brisbane,Nauru,Nauru Airlines,BNE-HIR-INU,BNE,HIR,INU,,Nauru,Islands,Nauru,Islands,1,8,1027,2019,9
Sep-19,O,Brisbane,Nauru,Nauru Airlines,BNE-INU,BNE,INU,,,Nauru,Islands,Nauru,Islands,0,7,896,2019,9
Sep-19,O,Brisbane,Noumea,Air Caledonie,BNE-NOU,BNE,NOU,,,New Caledonia,Islands,New Caledonia,Islands,0,13,2654,2019,9
Sep-19,O,Brisbane,Noumea,Qantas Airways,BNE-NOU,BNE,NOU,,,New Caledonia,Islands,New Caledonia,Islands,0,8,1560,2019,9
Sep-19,O,Brisbane,Port Moresby,Air Niugini,BNE-POM,BNE,POM,,,Papua New Guinea,Islands,Papua New Guinea,Islands,0,30,6271,2019,9
Sep-19,O,Brisbane,Port Moresby,Qantas Airways,BNE-POM,BNE,POM,,,Papua New Guinea,Islands,Papua New Guinea,Islands,0,30,5130,2019,9
Sep-19,O,Brisbane,Port Moresby,Virgin Australia,BNE-POM,BNE,POM,,,Papua New Guinea,Islands,Papua New Guinea,Islands,0,21,2100,2019,9
Sep-19,O,Brisbane,Port Vila,Air Vanuatu,BNE-VLI,BNE,VLI,,,Vanuatu,Islands,Vanuatu,Islands,0,17,2142,2019,9
Sep-19,O,Brisbane,Port Vila,Virgin Australia,BNE-VLI,BNE,VLI,,,Vanuatu,Islands,Vanuatu,Islands,0,18,3168,2019,9
Sep-19,O,Brisbane,Queenstown,Air New Zealand,BNE-ZQN,BNE,ZQN,,,New Zealand,New Zealand,New Zealand,New Zealand,0,13,2132,2019,9
Sep-19,O,Brisbane,Queenstown,Qantas Airways,BNE-ZQN,BNE,ZQN,,,New Zealand,New Zealand,New Zealand,New Zealand,0,8,1310,2019,9
Sep-19,O,Brisbane,Queenstown,Virgin Australia,BNE-ZQN,BNE,ZQN,,,New Zealand,New Zealand,New Zealand,New Zealand,0,36,6336,2019,9
Sep-19,O,Brisbane,Seoul,Korean Air,BNE-SEL,BNE,SEL,,,Korea,NE Asia,Korea,NE Asia,0,18,4824,2019,9
Sep-19,O,Brisbane,Shanghai,China Eastern Airlines,BNE-SHA,BNE,SHA,,,China,NE Asia,China,NE Asia,0,17,3928,2019,9
Sep-19,O,Brisbane,Shenzhen,Hainan Airlines,BNE-SZX,BNE,SZX,,,China,NE Asia,China,NE Asia,0,9,2754,2019,9
Sep-19,O,Brisbane,Singapore,Emirates,BNE-SIN-DXB,BNE,SIN,DXB,,Singapore,SE Asia,United Arab Emirates,Middle East,1,30,10620,2019,9
Sep-19,O,Brisbane,Singapore,Qantas Airways,BNE-SIN,BNE,SIN,,,Singapore,SE Asia,Singapore,SE Asia,0,30,8509,2019,9
Sep-19,O,Brisbane,Singapore,Singapore Airlines,BNE-SIN,BNE,SIN,,,Singapore,SE Asia,Singapore,SE Asia,0,120,34860,2019,9
Sep-19,O,Brisbane,Taipei,China Airlines,AKL-BNE-TPE,AKL,BNE,TPE,,Taiwan,NE Asia,Taiwan,NE Asia,1,29,8874,2019,9
Sep-19,O,Brisbane,Taipei,Eva Air,BNE-TPE,BNE,TPE,,,Taiwan,NE Asia,Taiwan,NE Asia,0,17,5253,2019,9
Sep-19,O,Brisbane,Tokyo,Qantas Airways,BNE-TYO,BNE,TYO,,,Japan,NE Asia,Japan,NE Asia,0,30,8818,2019,9
Sep-19,O,Brisbane,Vancouver,Air Canada,BNE-YVR,BNE,YVR,,,Canada,N America,Canada,N America,0,30,7618,2019,9
Sep-19,O,Brisbane,Wellington,Air New Zealand,BNE-WLG,BNE,WLG,,,New Zealand,New Zealand,New Zealand,New Zealand,0,19,3117,2019,9
Sep-19,O,Brisbane,Wellington,Virgin Australia,BNE-WLG,BNE,WLG,,,New Zealand,New Zealand,New Zealand,New Zealand,0,37,6512,2019,9
Sep-19,O,Cairns,Auckland,Air New Zealand,CNS-AKL,CNS,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,16,4625,2019,9
Sep-19,O,Cairns,Denpasar,Jetstar,CNS-DPS,CNS,DPS,,,Indonesia,SE Asia,Indonesia,SE Asia,0,17,3132,2019,9
Sep-19,O,Cairns,Hong Kong,Cathay Pacific Airways,CNS-BNE-HKG,CNS,BNE,HKG,,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,1,17,4267,2019,9
Sep-19,O,Cairns,Osaka,Jetstar,CNS-OSA,CNS,OSA,,,Japan,NE Asia,Japan,NE Asia,0,22,7370,2019,9
Sep-19,O,Cairns,Port Moresby,Air Niugini,CNS-POM,CNS,POM,,,Papua New Guinea,Islands,Papua New Guinea,Islands,0,43,3891,2019,9
Sep-19,O,Cairns,Port Moresby,Qantas Airways,CNS-POM,CNS,POM,,,Papua New Guinea,Islands,Papua New Guinea,Islands,0,29,2146,2019,9
Sep-19,O,Cairns,Shenzhen,Hainan Airlines,CNS-SZX,CNS,SZX,,,China,NE Asia,China,NE Asia,0,9,1926,2019,9
Sep-19,O,Cairns,Singapore,Silk Air,CNS-SIN,CNS,SIN,,,Singapore,SE Asia,Singapore,SE Asia,0,29,4698,2019,9
Sep-19,O,Cairns,Tokyo,Jetstar,CNS-TYO,CNS,TYO,,,Japan,NE Asia,Japan,NE Asia,0,24,8040,2019,9
Sep-19,O,Canberra,Doha,Qatar Airways,CBR-SYD-DOH,CBR,SYD,DOH,,Qatar,Middle East,Qatar,Middle East,1,30,10740,2019,9
Sep-19,O,Canberra,Singapore,Singapore Airlines,SYD-CBR-SIN,SYD,CBR,SIN,,Singapore,SE Asia,Singapore,SE Asia,1,30,7920,2019,9
Sep-19,O,Darwin,Denpasar,Jetstar,DRW-DPS,DRW,DPS,,,Indonesia,SE Asia,Indonesia,SE Asia,0,18,3300,2019,9
Sep-19,O,Darwin,Denpasar,Virgin Australia,DRW-DPS,DRW,DPS,,,Indonesia,SE Asia,Indonesia,SE Asia,0,13,2288,2019,9
Sep-19,O,Darwin,Shenzhen,Donghai Airlines,DRW-SZX,DRW,SZX,,,China,NE Asia,China,NE Asia,0,9,972,2019,9
Sep-19,O,Darwin,Singapore,Jetstar Asia,DRW-SIN,DRW,SIN,,,Singapore,SE Asia,Singapore,SE Asia,0,22,3960,2019,9
Sep-19,O,Darwin,Singapore,Silk Air,DRW-SIN,DRW,SIN,,,Singapore,SE Asia,Singapore,SE Asia,0,29,4698,2019,9
Sep-19,O,Gold Coast,Auckland,Air New Zealand,OOL-AKL,OOL,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,28,5873,2019,9
Sep-19,O,Gold Coast,Auckland,Jetstar,OOL-AKL,OOL,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,26,4830,2019,9
Sep-19,O,Gold Coast,Auckland,Virgin Australia,OOL-AKL,OOL,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,30,5280,2019,9
Sep-19,O,Gold Coast,Christchurch,Air New Zealand,OOL-CHC,OOL,CHC,,,New Zealand,New Zealand,New Zealand,New Zealand,0,13,2730,2019,9
Sep-19,O,Gold Coast,Christchurch,Jetstar,OOL-CHC,OOL,CHC,,,New Zealand,New Zealand,New Zealand,New Zealand,0,12,2226,2019,9
Sep-19,O,Gold Coast,Kuala Lumpur,AirAsia X,OOL-KUL,OOL,KUL,,,Malaysia,SE Asia,Malaysia,SE Asia,0,17,6409,2019,9
Sep-19,O,Gold Coast,Queenstown,Jetstar,OOL-ZQN,OOL,ZQN,,,New Zealand,New Zealand,New Zealand,New Zealand,0,17,3162,2019,9
Sep-19,O,Gold Coast,Singapore,Scoot Tigerair,OOL-SIN,OOL,SIN,,,Singapore,SE Asia,Singapore,SE Asia,0,17,5929,2019,9
Sep-19,O,Gold Coast,Tokyo,Jetstar,OOL-TYO,OOL,TYO,,,Japan,NE Asia,Japan,NE Asia,0,19,6365,2019,9
Sep-19,O,Gold Coast,Wellington,Jetstar,OOL-WLG,OOL,WLG,,,New Zealand,New Zealand,New Zealand,New Zealand,0,13,2418,2019,9
Sep-19,O,Melbourne,Abu Dhabi,Etihad Airways,MEL-AUH,MEL,AUH,,,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,60,20010,2019,9
Sep-19,O,Melbourne,Auckland,Air New Zealand,MEL-AKL,MEL,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,78,22294,2019,9
Sep-19,O,Melbourne,Auckland,Jetstar,MEL-AKL,MEL,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,31,5748,2019,9
Sep-19,O,Melbourne,Auckland,Qantas Airways,MEL-AKL,MEL,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,112,22098,2019,9
Sep-19,O,Melbourne,Auckland,Virgin Australia,MEL-AKL,MEL,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,57,10032,2019,9
Sep-19,O,Melbourne,Bandar Seri Begawan,Royal Brunei Airlines,MEL-BWN,MEL,BWN,,,Brunei,SE Asia,Brunei,SE Asia,0,30,7620,2019,9
Sep-19,O,Melbourne,Bangkok,Jetstar,MEL-BKK,MEL,BKK,,,Thailand,SE Asia,Thailand,SE Asia,0,11,3685,2019,9
Sep-19,O,Melbourne,Bangkok,Thai Airways International,MEL-BKK,MEL,BKK,,,Thailand,SE Asia,Thailand,SE Asia,0,47,15087,2019,9
Sep-19,O,Melbourne,Beijing,Air China,MEL-BJS,MEL,BJS,,,China,NE Asia,China,NE Asia,0,16,4656,2019,9
Sep-19,O,Melbourne,Changsha,Hainan Airlines,MEL-HAK-CSX,MEL,HAK,CSX,,China,NE Asia,China,NE Asia,1,9,2628,2019,9
Sep-19,O,Melbourne,Chengdu,Sichuan Airlines,MEL-CTU,MEL,CTU,,,China,NE Asia,China,NE Asia,0,11,2956,2019,9
Sep-19,O,Melbourne,Chongqing,Tianjin Airlines,MEL-CKG,MEL,CKG,,,China,NE Asia,China,NE Asia,0,9,2268,2019,9
Sep-19,O,Melbourne,Christchurch,Air New Zealand,MEL-CHC,MEL,CHC,,,New Zealand,New Zealand,New Zealand,New Zealand,0,28,5435,2019,9
Sep-19,O,Melbourne,Christchurch,Jetstar,MEL-CHC,MEL,CHC,,,New Zealand,New Zealand,New Zealand,New Zealand,0,21,3894,2019,9
Sep-19,O,Melbourne,Christchurch,Qantas Airways,MEL-CHC,MEL,CHC,,,New Zealand,New Zealand,New Zealand,New Zealand,0,27,4674,2019,9
Sep-19,O,Melbourne,Christchurch,Qantas Airways,MEL-CHC-WLG,MEL,CHC,WLG,,New Zealand,New Zealand,New Zealand,New Zealand,1,1,174,2019,9
Sep-19,O,Melbourne,Christchurch,Virgin Australia,MEL-CHC,MEL,CHC,,,New Zealand,New Zealand,New Zealand,New Zealand,0,21,3696,2019,9
Sep-19,O,Melbourne,Colombo,SriLankan Airlines,MEL-CMB,MEL,CMB,,,Sri Lanka,S Asia,Sri Lanka,S Asia,0,30,8880,2019,9
Sep-19,O,Melbourne,Denpasar,Garuda Indonesia,MEL-DPS,MEL,DPS,,,Indonesia,SE Asia,Indonesia,SE Asia,0,32,8176,2019,9
Sep-19,O,Melbourne,Denpasar,Jetstar,MEL-DPS,MEL,DPS,,,Indonesia,SE Asia,Indonesia,SE Asia,0,60,20100,2019,9
Sep-19,O,Melbourne,Denpasar,Malindo Air,MEL-DPS-KUL,MEL,DPS,KUL,,Indonesia,SE Asia,Malaysia,SE Asia,1,30,4896,2019,9
Sep-19,O,Melbourne,Denpasar,Qantas Airways,MEL-DPS,MEL,DPS,,,Indonesia,SE Asia,Indonesia,SE Asia,0,30,4316,2019,9
Sep-19,O,Melbourne,Doha,Qatar Airways,MEL-DOH,MEL,DOH,,,Qatar,Middle East,Qatar,Middle East,0,30,15510,2019,9
Sep-19,O,Melbourne,Dubai,Emirates,MEL-DXB,MEL,DXB,,,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,60,29396,2019,9
Sep-19,O,Melbourne,Dubai,Emirates,MEL-SIN-DXB,MEL,SIN,DXB,,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,30,10648,2019,9
Sep-19,O,Melbourne,Guangzhou,China Southern Airlines,MEL-CAN,MEL,CAN,,,China,NE Asia,China,NE Asia,0,45,12690,2019,9
Sep-19,O,Melbourne,Guiyang,Sichuan Airlines,MEL-KWE,MEL,KWE,,,China,NE Asia,China,NE Asia,0,1,274,2019,9
Sep-19,O,Melbourne,Haikou,Hainan Airlines,MEL-HAK-CSX,MEL,HAK,CSX,,China,NE Asia,China,NE Asia,1,9,2628,2019,9
Sep-19,O,Melbourne,Hangzhou,Xiamen Airlines,MEL-HGH-XMN,MEL,HGH,XMN,,China,NE Asia,China,NE Asia,1,9,2115,2019,9
Sep-19,O,Melbourne,Ho Chi Minh City,Jetstar,MEL-SGN,MEL,SGN,,,Vietnam,SE Asia,Vietnam,SE Asia,0,13,4355,2019,9
Sep-19,O,Melbourne,Ho Chi Minh City,Vietnam Airlines,MEL-SGN,MEL,SGN,,,Vietnam,SE Asia,Vietnam,SE Asia,0,29,7977,2019,9
Sep-19,O,Melbourne,Hong Kong,Cathay Pacific Airways,MEL-HKG,MEL,HKG,,,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,90,27000,2019,9
Sep-19,O,Melbourne,Hong Kong,Qantas Airways,MEL-HKG,MEL,HKG,,,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,30,8864,2019,9
Sep-19,O,Melbourne,Hong Kong,Virgin Australia,MEL-HKG,MEL,HKG,,,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,20,5500,2019,9
Sep-19,O,Melbourne,Honolulu,Jetstar,MEL-HNL,MEL,HNL,,,USA,N America,USA,N America,0,17,5695,2019,9
Sep-19,O,Melbourne,Jakarta,Garuda Indonesia,MEL-JKT,MEL,JKT,,,Indonesia,SE Asia,Indonesia,SE Asia,0,16,4016,2019,9
Sep-19,O,Melbourne,Kuala Lumpur,AirAsia X,AVV-KUL,AVV,KUL,,,Malaysia,SE Asia,Malaysia,SE Asia,0,60,22620,2019,9
Sep-19,O,Melbourne,Kuala Lumpur,Malaysia Airlines,MEL-KUL,MEL,KUL,,,Malaysia,SE Asia,Malaysia,SE Asia,0,73,21170,2019,9
Sep-19,O,Melbourne,Kuala Lumpur,Malindo Air,MEL-DPS-KUL,MEL,DPS,KUL,,Malaysia,SE Asia,Malaysia,SE Asia,1,30,4896,2019,9
Sep-19,O,Melbourne,London,Qantas Airways,MEL-PER-LON,MEL,PER,LON,,UK,Europe,UK,Europe,1,30,7050,2019,9
Sep-19,O,Melbourne,Los Angeles,Qantas Airways,MEL-LAX,MEL,LAX,,,USA,N America,USA,N America,0,39,16644,2019,9
Sep-19,O,Melbourne,Los Angeles,United Airlines,MEL-LAX,MEL,LAX,,,USA,N America,USA,N America,0,30,7560,2019,9
Sep-19,O,Melbourne,Los Angeles,Virgin Australia,MEL-LAX,MEL,LAX,,,USA,N America,USA,N America,0,16,5424,2019,9
Sep-19,O,Melbourne,Manila,Cebu Pacific Air,MEL-MNL,MEL,MNL,,,Philippines,SE Asia,Philippines,SE Asia,0,12,5232,2019,9
Sep-19,O,Melbourne,Manila,Philippine Airlines,MEL-MNL,MEL,MNL,,,Philippines,SE Asia,Philippines,SE Asia,0,21,6342,2019,9
Sep-19,O,Melbourne,Nadi,Fiji Airways,MEL-NAN,MEL,NAN,,,Fiji,Islands,Fiji,Islands,0,33,5963,2019,9
Sep-19,O,Melbourne,Nadi,Virgin Australia,MEL-NAN,MEL,NAN,,,Fiji,Islands,Fiji,Islands,0,17,3388,2019,9
Sep-19,O,Melbourne,New Delhi,Air India,MEL-DEL,MEL,DEL,,,India,S Asia,India,S Asia,0,13,3328,2019,9
Sep-19,O,Melbourne,Noumea,Air Caledonie,MEL-NOU,MEL,NOU,,,New Caledonia,Islands,New Caledonia,Islands,0,10,1760,2019,9
Sep-19,O,Melbourne,Phuket,Jetstar,MEL-HKT,MEL,HKT,,,Thailand,SE Asia,Thailand,SE Asia,0,17,5695,2019,9
Sep-19,O,Melbourne,Port Vila,Air Vanuatu,MEL-VLI,MEL,VLI,,,Vanuatu,Islands,Vanuatu,Islands,0,12,2040,2019,9
Sep-19,O,Melbourne,Qingdao,Beijing Capital Airlines,MEL-TAO,MEL,TAO,,,China,NE Asia,China,NE Asia,0,13,2886,2019,9
Sep-19,O,Melbourne,Queenstown,Air New Zealand,MEL-ZQN,MEL,ZQN,,,New Zealand,New Zealand,New Zealand,New Zealand,0,25,4099,2019,9
Sep-19,O,Melbourne,Queenstown,Jetstar,MEL-ZQN,MEL,ZQN,,,New Zealand,New Zealand,New Zealand,New Zealand,0,24,4446,2019,9
Sep-19,O,Melbourne,Queenstown,Virgin Australia,MEL-ZQN,MEL,ZQN,,,New Zealand,New Zealand,New Zealand,New Zealand,0,16,2816,2019,9
Sep-19,O,Melbourne,San Francisco,Qantas Airways,MEL-SFO,MEL,SFO,,,USA,N America,USA,N America,0,17,4010,2019,9
Sep-19,O,Melbourne,Santiago,LATAM Airlines,MEL-SCL,MEL,SCL,,,Chile,S America,Chile,S America,0,13,3843,2019,9
Sep-19,O,Melbourne,Shanghai,China Eastern Airlines,MEL-SHA,MEL,SHA,,,China,NE Asia,China,NE Asia,0,42,11340,2019,9
Sep-19,O,Melbourne,Shenzhen,China Southern Airlines,MEL-SZX,MEL,SZX,,,China,NE Asia,China,NE Asia,0,11,3102,2019,9
Sep-19,O,Melbourne,Singapore,Emirates,MEL-SIN-DXB,MEL,SIN,DXB,,Singapore,SE Asia,United Arab Emirates,Middle East,1,30,10648,2019,9
Sep-19,O,Melbourne,Singapore,Jetstar,MEL-SIN,MEL,SIN,,,Singapore,SE Asia,Singapore,SE Asia,0,7,2345,2019,9
Sep-19,O,Melbourne,Singapore,Qantas Airways,MEL-SIN,MEL,SIN,,,Singapore,SE Asia,Singapore,SE Asia,0,57,21333,2019,9
Sep-19,O,Melbourne,Singapore,Scoot Tigerair,MEL-SIN,MEL,SIN,,,Singapore,SE Asia,Singapore,SE Asia,0,33,12135,2019,9
Sep-19,O,Melbourne,Singapore,Singapore Airlines,MEL-SIN,MEL,SIN,,,Singapore,SE Asia,Singapore,SE Asia,0,120,31350,2019,9
Sep-19,O,Melbourne,Singapore,Singapore Airlines,WLG-MEL-SIN,WLG,MEL,SIN,,Singapore,SE Asia,Singapore,SE Asia,1,17,4522,2019,9
Sep-19,O,Melbourne,Taipei,China Airlines,MEL-TPE,MEL,TPE,,,Taiwan,NE Asia,Taiwan,NE Asia,0,13,3978,2019,9
Sep-19,O,Melbourne,Tokyo,Japan Airlines,MEL-TYO,MEL,TYO,,,Japan,NE Asia,Japan,NE Asia,0,29,5394,2019,9
Sep-19,O,Melbourne,Tokyo,Qantas Airways,MEL-TYO,MEL,TYO,,,Japan,NE Asia,Japan,NE Asia,0,30,8904,2019,9
Sep-19,O,Melbourne,Vancouver,Air Canada,MEL-YVR,MEL,YVR,,,Canada,N America,Canada,N America,0,17,5032,2019,9
Sep-19,O,Melbourne,Wellington,Air New Zealand,MEL-WLG,MEL,WLG,,,New Zealand,New Zealand,New Zealand,New Zealand,0,22,3620,2019,9
Sep-19,O,Melbourne,Wellington,Qantas Airways,MEL-CHC-WLG,MEL,CHC,WLG,,New Zealand,New Zealand,New Zealand,New Zealand,1,1,174,2019,9
Sep-19,O,Melbourne,Wellington,Qantas Airways,MEL-WLG,MEL,WLG,,,New Zealand,New Zealand,New Zealand,New Zealand,0,29,5033,2019,9
Sep-19,O,Melbourne,Wellington,Singapore Airlines,SIN-MEL-WLG,SIN,MEL,WLG,,New Zealand,New Zealand,New Zealand,New Zealand,1,17,4522,2019,9
Sep-19,O,Melbourne,Xiamen,Xiamen Airlines,MEL-HGH-XMN,MEL,HGH,XMN,,China,NE Asia,China,NE Asia,1,9,2115,2019,9
Sep-19,O,Melbourne,Xiamen,Xiamen Airlines,MEL-XMN,MEL,XMN,,,China,NE Asia,China,NE Asia,0,11,2635,2019,9
Sep-19,O,Melbourne,Xi'an,Hainan Airlines,MEL-XIY,MEL,XIY,,,China,NE Asia,China,NE Asia,0,8,2261,2019,9
Sep-19,O,Norfolk Island,Auckland,Air Chathams,NLK-AKL,NLK,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,4,148,2019,9
Sep-19,O,Perth,Auckland,Air New Zealand,PER-AKL,PER,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,30,8574,2019,9
Sep-19,O,Perth,Bangkok,Thai Airways International,PER-BKK,PER,BKK,,,Thailand,SE Asia,Thailand,SE Asia,0,30,8820,2019,9
Sep-19,O,Perth,Denpasar,Batik Air Indonesia,PER-DPS,PER,DPS,,,Indonesia,SE Asia,Indonesia,SE Asia,0,30,5400,2019,9
Sep-19,O,Perth,Denpasar,Garuda Indonesia,PER-DPS,PER,DPS,,,Indonesia,SE Asia,Indonesia,SE Asia,0,30,5394,2019,9
Sep-19,O,Perth,Denpasar,Indonesia AirAsia,PER-DPS,PER,DPS,,,Indonesia,SE Asia,Indonesia,SE Asia,0,90,16200,2019,9
Sep-19,O,Perth,Denpasar,Jetstar,PER-DPS,PER,DPS,,,Indonesia,SE Asia,Indonesia,SE Asia,0,60,11040,2019,9
Sep-19,O,Perth,Denpasar,Jetstar,PER-DPS-SIN,PER,DPS,SIN,,Indonesia,SE Asia,Singapore,SE Asia,1,30,5520,2019,9
Sep-19,O,Perth,Doha,Qatar Airways,PER-DOH,PER,DOH,,,Qatar,Middle East,Qatar,Middle East,0,30,12576,2019,9
Sep-19,O,Perth,Dubai,Emirates,PER-DXB,PER,DXB,,,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,30,14935,2019,9
Sep-19,O,Perth,Guangzhou,China Southern Airlines,PER-CAN,PER,CAN,,,China,NE Asia,China,NE Asia,0,15,3900,2019,9
Sep-19,O,Perth,Hong Kong,Cathay Pacific Airways,PER-HKG,PER,HKG,,,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,40,10910,2019,9
Sep-19,O,Perth,Jakarta,Garuda Indonesia,PER-JKT,PER,JKT,,,Indonesia,SE Asia,Indonesia,SE Asia,0,15,2430,2019,9
Sep-19,O,Perth,Johannesburg,South African Airways,PER-JNB,PER,JNB,,,South Africa,Africa,South Africa,Africa,0,30,7491,2019,9
Sep-19,O,Perth,Kota Kinabalu,Malaysia Airlines,PER-BKI,PER,BKI,,,Malaysia,SE Asia,Malaysia,SE Asia,0,4,640,2019,9
Sep-19,O,Perth,Kuala Lumpur,AirAsia X,PER-KUL,PER,KUL,,,Malaysia,SE Asia,Malaysia,SE Asia,0,30,11310,2019,9
Sep-19,O,Perth,Kuala Lumpur,Malaysia Airlines,PER-KUL,PER,KUL,,,Malaysia,SE Asia,Malaysia,SE Asia,0,47,11336,2019,9
Sep-19,O,Perth,Kuala Lumpur,Malindo Air,PER-KUL,PER,KUL,,,Malaysia,SE Asia,Malaysia,SE Asia,0,59,10062,2019,9
Sep-19,O,Perth,London,Qantas Airways,MEL-PER-LON,MEL,PER,LON,,UK,Europe,UK,Europe,1,30,7050,2019,9
Sep-19,O,Perth,Mauritius,Air Mauritius,PER-MRU,PER,MRU,,,Mauritius,Africa,Mauritius,Africa,0,9,2457,2019,9
Sep-19,O,Perth,Singapore,Jetstar,PER-DPS-SIN,PER,DPS,SIN,,Singapore,SE Asia,Singapore,SE Asia,1,30,5520,2019,9
Sep-19,O,Perth,Singapore,Qantas Airways,PER-SIN,PER,SIN,,,Singapore,SE Asia,Singapore,SE Asia,0,30,7960,2019,9
Sep-19,O,Perth,Singapore,Scoot Tigerair,PER-SIN,PER,SIN,,,Singapore,SE Asia,Singapore,SE Asia,0,24,7635,2019,9
Sep-19,O,Perth,Singapore,Singapore Airlines,PER-SIN,PER,SIN,,,Singapore,SE Asia,Singapore,SE Asia,0,120,36840,2019,9
Sep-19,O,Perth,Tokyo,All Nippon Airways,PER-TYO,PER,TYO,,,Japan,NE Asia,Japan,NE Asia,0,30,5520,2019,9
Sep-19,O,Port Hedland,Denpasar,Virgin Australia,PHE-DPS,PHE,DPS,,,Indonesia,SE Asia,Indonesia,SE Asia,0,4,704,2019,9
Sep-19,O,Sunshine Coast,Auckland,Air New Zealand,MCY-AKL,MCY,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,18,2908,2019,9
Sep-19,O,Sydney,Abu Dhabi,Etihad Airways,SYD-AUH,SYD,AUH,,,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,60,24420,2019,9
Sep-19,O,Sydney,Apia,Samoa Airways,SYD-APW,SYD,APW,,,Western Samoa,Islands,Western Samoa,Islands,0,8,1360,2019,9
Sep-19,O,Sydney,Apia,Virgin Australia,SYD-APW,SYD,APW,,,Western Samoa,Islands,Western Samoa,Islands,0,10,1760,2019,9
Sep-19,O,Sydney,Auckland,Air New Zealand,SYD-AKL,SYD,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,113,30949,2019,9
Sep-19,O,Sydney,Auckland,Jetstar,SYD-AKL,SYD,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,30,5562,2019,9
Sep-19,O,Sydney,Auckland,LATAM Airlines,SYD-AKL-SCL,SYD,AKL,SCL,,New Zealand,New Zealand,Chile,S America,1,27,8100,2019,9
Sep-19,O,Sydney,Auckland,Qantas Airways,SYD-AKL,SYD,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,150,31734,2019,9
Sep-19,O,Sydney,Auckland,Virgin Australia,SYD-AKL,SYD,AKL,,,New Zealand,New Zealand,New Zealand,New Zealand,0,64,11264,2019,9
Sep-19,O,Sydney,Bangkok,Qantas Airways,SYD-BKK,SYD,BKK,,,Thailand,SE Asia,Thailand,SE Asia,0,30,8903,2019,9
Sep-19,O,Sydney,Bangkok,Thai Airways International,SYD-BKK,SYD,BKK,,,Thailand,SE Asia,Thailand,SE Asia,0,30,11250,2019,9
Sep-19,O,Sydney,Beijing,Air China,SYD-BJS,SYD,BJS,,,China,NE Asia,China,NE Asia,0,27,7830,2019,9
Sep-19,O,Sydney,Beijing,China Eastern Airlines,SYD-HGH-BJS,SYD,HGH,BJS,,China,NE Asia,China,NE Asia,1,13,2990,2019,9
Sep-19,O,Sydney,Beijing,China Eastern Airlines,SYD-NKG-BJS,SYD,NKG,BJS,,China,NE Asia,China,NE Asia,1,12,2760,2019,9
Sep-19,O,Sydney,Beijing,Qantas Airways,SYD-BJS,SYD,BJS,,,China,NE Asia,China,NE Asia,0,22,5542,2019,9
Sep-19,O,Sydney,Changsha,Hainan Airlines,SYD-CSX,SYD,CSX,,,China,NE Asia,China,NE Asia,0,3,849,2019,9
